episode,success,steps,total_reward,final_exploration_rate,avg_cycle_time,max_steps_env
1,False,3000,-393.68014072302856,0.5024542860162275,0.0014382506211598714,3000
2,False,3000,-367.3977235963486,0.49999093905611175,0.0014351313908894856,3000
3,False,3000,-361.10845133548816,0.49969711989835686,0.0013886396884918214,3000
4,True,2731,-341.85425313922036,0.4996709043966213,0.0013597833067015036,3000
5,False,3000,-371.54274123055376,0.49999290240991384,0.0013695162932078043,3000
6,False,3000,-371.8038302044312,0.4999928423417263,0.0013564039866129558,3000
7,False,3000,-372.6010153661416,0.49999941208767495,0.0014125841458638509,3000
8,False,3000,-362.23106517364516,0.4999999966044839,0.0013530996640523274,3000
9,True,1967,-225.87896301290516,0.49998944735216355,0.001346296868956992,3000
10,True,2583,-336.7763471597814,0.49999999325521705,0.0013676658878481484,3000
11,False,3000,-378.3102455351856,0.4999972556090597,0.0013422335783640543,3000
12,False,3000,-360.1772833946384,0.4999999949250298,0.0013970733483632406,3000
13,True,936,-99.36894303960521,0.49999931032283484,0.001340384157294901,3000
14,False,3000,-379.7705787940742,0.4999999790483596,0.0013448034922281902,3000
15,True,2384,-287.8094721507899,0.49999999870036094,0.0014978125191374913,3000
16,False,3000,-385.79737331461655,0.49999999990105515,0.0014392199516296386,3000
17,False,3000,-379.44763459603513,0.49999999999965594,0.0014120051066080729,3000
18,False,3000,-347.83764440359397,0.4999999999982505,0.001431488275527954,3000
19,False,3000,-319.28365071527446,0.0,0.001437358538309733,3000
20,False,3000,-331.05112040211156,0.0,0.0014023420015970866,3000
